Facility Id,Facility Name,Industry
1001229,Altavista Power Station,Power Plants
1014295,Alto Compressor Station,Petroleum and Natural Gas Systems
1004861,"Alto ICP, LLC","Other,Suppliers of CO2,Waste"
1000413,"Alto Pekin, LLC","Other,Suppliers of CO2,Waste"
1001786,Amazon-Congo Compressor Station,Petroleum and Natural Gas Systems
1003209,Amber Junction Compressor Station,Petroleum and Natural Gas Systems
1004465,American Canyon Landfill,Waste
1007415,American Centrifuge Plant,Chemicals
1006878,American Crystal Sugar Company - Drayton,"Minerals,Waste"
1010323,American Eagle,Other
1010126,American Proteins - Ball Ground,Other
1002889,American Soda LLC,Minerals
1001859,"American Sugar Refining, Inc. - Baltimore Refinery",Other
1001861,"American Sugar Refining, Inc. - Yonkers Refinery",Other
1005802,Ames,Power Plants
1013081,Amherst County Landfill,Waste
1005068,Amsted Graphite Materials LLC,Other
1003757,"Amsted Rail Company, Inc.",Metals
1000865,Anadarko,Power Plants
1001134,Anaheim Combustion Turbine,Power Plants
1009982,Analog Devices Inc,Other
1003759,"Analog Devices, Inc./ Wilmington Manufacturing",Other
1002181,Anchor Glass Container - Plant 41,Minerals
1004943,Anchor Glass Container Corporation - Plant 14,Minerals
1005074,Anchor Glass Container Corporation - Plant 15,Minerals
1004941,Anchor Glass Container Corporation. - Plant 07,Minerals
1004942,Anchor Glass Container Corporation. - Plant 12,Minerals
1002178,Anchor Glass Container. - Plant 42,Minerals
1007246,Anclote Power Plant,Power Plants
1001116,Anderson,Power Plants
1002813,Anderson Regional Landfill,Waste
1014725,Angelina Gas Plant,Petroleum and Natural Gas Systems
1001097,Angus Anson,Power Plants
1002037,Anheuser-Busch LLC. - St. Louis Brewery,"Other,Suppliers of CO2"
1001756,Anna Platform,Petroleum and Natural Gas Systems
1011466,Anoka Municipal Regional Landfill,Waste
1002236,Anson County Waste Management Facility,Waste
1011435,Antelope Compressor Station,Petroleum and Natural Gas Systems
1001896,Antelope Flat/ Sand Wash Compressor Station,Petroleum and Natural Gas Systems
1008268,Antelope Hills Gas Plant,Petroleum and Natural Gas Systems
1006508,Antelope Refining,"Petroleum Product Suppliers,Refineries"
1006652,Antelope Station,Power Plants
1001055,Antelope Valley,Power Plants
1013385,Antero Clearwater Facility,Petroleum and Natural Gas Systems
1014680,Anton CO2 Re-Injection Facility,Petroleum and Natural Gas Systems
1009986,Apache Corp. Permian - Crane Gas Plant,Petroleum and Natural Gas Systems
1005949,Apache Station,Power Plants
1000068,Apex Generating Station,Power Plants
1005566,Applied Energy LLC Naval Station,Power Plants
1012992,Aptina LLC,Other
1004686,Arapaho,Petroleum and Natural Gas Systems
1001460,Arapahoe,Power Plants
1001360,Arapahoe Combustion Turbine Facility,Power Plants
1013151,Arauco North America,Other
1003156,"Arauco North America, Inc.",Other
1011268,Arc Park Compressor Station,Petroleum and Natural Gas Systems
1005021,ArcelorMittal Indiana Harbor Long Carbon,Metals
1000895,ArcelorMittal Plate LLC - Gary Plate,Metals
1012625,ArcelorMittal Texas HBI,Metals
1011436,Archer Compressor Station,Petroleum and Natural Gas Systems
1003476,Archer Daniels Midland,Other
1005661,Archer Daniels Midland Co.,"Injection of CO2,Other,Suppliers of CO2,Waste"
1013749,"Archer Daniels Midland Co. - Enderlin, ND","Other,Waste"
1002483,Arconic US LLC,"Metals,Waste"
1007937,Arconic US LLC,Metals
1003379,Arconic US LLC,Metals
1005833,Arcosa BR LW LLC ERWINVILLLE DIV,Minerals
1005835,"Arcosa LW BR, LLC Livingston DIV",Minerals
1002800,Arcosa Lightweight - Brooks Plant,Minerals
1012548,Arcosa Lightweight - Frazier Park,Minerals
1013060,Arcosa Lightweight Indiana,Minerals
1002504,Ardagh Glass Inc. (Bridgeton),Minerals
1005977,Ardagh Glass Inc. (Burlington),Minerals
1000105,Ardagh Glass Inc. (Dolton),Minerals
1000002,Ardagh Glass Inc. (Dunkirk),Minerals
1000003,Ardagh Glass Inc. (Henderson),Minerals
1000004,Ardagh Glass Inc. (Lincoln),Minerals
1000005,Ardagh Glass Inc. (Madera),Minerals
1000006,Ardagh Glass Inc. (Milford),Minerals
1000028,Ardagh Glass Inc. (Pevely),Minerals
1000020,Ardagh Glass Inc. (Port Allegany),Minerals
1000021,Ardagh Glass Inc. (Ruston),Minerals
1002009,Ardagh Glass Inc. (Salem),Minerals
1000023,Ardagh Glass Inc. (Sapulpa),Minerals
1000024,Ardagh Glass Inc. (Seattle),Minerals
1000026,Ardagh Glass Inc. (Wilson),Minerals
1006060,Ardagh Glass Inc. (Winchester),Minerals
1003258,Ardagh Glass Packaging Inc. (Houston),Minerals
1011692,Area 11B CGP,Petroleum and Natural Gas Systems
1008611,Area 31 CGP Facility,Petroleum and Natural Gas Systems
1008614,Area 41 CGP Facility,Petroleum and Natural Gas Systems
1008677,Area 51 CGP Facility,Petroleum and Natural Gas Systems
1008679,Area 61 CGP Facility,Petroleum and Natural Gas Systems
1008680,Area 71 CGP Facility,Petroleum and Natural Gas Systems
1012986,Area 71B CGP Facility,Petroleum and Natural Gas Systems
1008681,Area 72 CGP Facility,Petroleum and Natural Gas Systems
1008682,Area 81 CGP Facility,Petroleum and Natural Gas Systems
1005158,Arecibo Landfill,Waste
1005458,Argos Cement LLC,Minerals
1002750,Argos Cement LLC - Harleyville Plant,Minerals
1006164,"Argos Puerto Rico, Corp.",Minerals
1014643,"Argos, MMS Platform ID 02481, Complex ID 2665-1",Petroleum and Natural Gas Systems
1001760,Arkansas Loop & Simpson Treating Plants,Petroleum and Natural Gas Systems
1006415,Arkema Inc.,"Chemicals,Suppliers of CO2"
1004404,Arkoma,Petroleum and Natural Gas Systems
1002772,Arlington Compressor Station,Petroleum and Natural Gas Systems
1002645,Arlington Landfill,Waste
1001399,Arlington Valley Energy Facility,Power Plants
1000315,Armagh Compressor Station,Petroleum and Natural Gas Systems
1004087,Armstrong Gas Plant,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems"
1007418,Armstrong Power Station,Power Plants
1005709,"Armstrong Power, LLC",Power Plants
1006883,Armstrong World Industries Inc,Other
1003846,Arnold Engineering Development Center,Other
1011929,Arrowhead Compressor Station,Petroleum and Natural Gas Systems
1012906,Arrowhead Gas Plant,Petroleum and Natural Gas Systems
1001297,Arrowhead Landfill,Waste
1002978,Arroyo Grande Production Facility,Petroleum and Natural Gas Systems
1001609,Arsenal Hill Power Plant,Power Plants
1000759,Arthur Kill,Power Plants
1004760,Arvada Generation Station,Power Plants
1007189,Arvah B Hopkins,Power Plants
1007311,Asbury,Power Plants
1000158,Ascend (Decatur Plant),"Chemicals,Suppliers of CO2"
1004962,Ascend Performance Materials LLC,"Chemicals,Waste"
1002530,Ash Grove Cement Company-LEAMINGTON,Minerals
1007180,Asheville Steam Electric Plant,Power Plants
1006751,Ashtabula,Power Plants
1014475,Asotin County Regional Landfill,Waste
1004873,Asphalt Hawaii Kalaeloa Asphalt Terminal,"Petroleum Product Suppliers,Petroleum and Natural Gas Systems"
1000132,Astoria Gas Turbine Power,Power Plants
1007053,Astoria Generating Station,Power Plants
1014070,Astoria Station,Power Plants
1002577,Athens,Petroleum and Natural Gas Systems
1000101,Athens Generating Company,Power Plants
1011217,"Athens-Hocking Landfill, Inc.",Waste
1003450,Atkinson County - S.R. 50 MSW Landfill,Waste
1007872,Atlanta Gas Light Company,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems"
1004233,"Atlantis, MMS Platform ID 02481, Complex ID 1223-1",Petroleum and Natural Gas Systems
1014281,Atlas Sand Kermit,Other
1014278,Atlas Sand Monahans,Other
1006523,Atmos Energy Corporation - APT Howard,Petroleum and Natural Gas Systems
1014894,Atoka #1 Compressor Station,Petroleum and Natural Gas Systems
1007247,Attala Generating Plant,Power Plants
1004818,"Attis Ethanol Fulton, LLC","Other,Suppliers of CO2"
1000551,Auburndale Peaker Energy Center,Power Plants
1005810,Aucilla Area Solid Waste Facility,Waste
1001379,Audrain Power Plant,Power Plants
1011444,Augusta Compressor Facility,Petroleum and Natural Gas Systems
1002822,"Auria Albemarle, LLC",Other
1001780,Auriga Polymers Inc.,Other
1010658,Aurora Ethanol Complex,Other
1001397,Aurora Generating Station,Power Plants
1013293,Aurubis Buffalo Inc.,Metals
1008835,Aux Sable Midstream - Palermo Conditioning Plant,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems"
1008734,Avago Technologies,Other
1010335,Avalon CGF 1,Petroleum and Natural Gas Systems
1010244,Avalon CGF 2,Petroleum and Natural Gas Systems
1010298,Avalon CGF 3,Petroleum and Natural Gas Systems
1010268,Avalon CGF 4,Petroleum and Natural Gas Systems
1011552,Avalon Compressor Station,Petroleum and Natural Gas Systems
1010471,Averitt Booster,Petroleum and Natural Gas Systems
1013954,Avient Protective Materials,Other
1014921,Avista Landfill,Waste
1000843,Avon Lake Power Plant,Power Plants
1004608,Aztalan Bio LLC,"Other,Suppliers of CO2"
1014580,Azteca Milling - Evansville,Other
1014603,Azteca Milling - Plainview,Other
1005872,"B BRAUN MEDICAL, INC",Chemicals
1000668,B C Cobb,Power Plants
1000732,B L England,Power Plants
1005983,B117 COMPRESSOR STATION,Petroleum and Natural Gas Systems
1011088,B4LTW CDP Compressor Station,Petroleum and Natural Gas Systems
1011597,"BA A 133 B, C-AUX, E (Complex ID # 10249)",Petroleum and Natural Gas Systems
1003412,BACKRIDGE LANDFILL,Waste
1002728,BADGER CREEK LIMITED,Power Plants
1002032,BADGER STATE ETHANOL,"Other,Suppliers of CO2,Waste"
1000046,BADLANDS SANITARY LANDFILL,Waste
1007654,BAKERSFIELD CITY LANDFILL,Waste
1002896,BAKERSFIELD METROPOLITAN SANITARY LANDFILL,Waste
1007875,BALDWIN COUNTY SOLID WASTE,Waste
1004171,BALL STATE UNIVERSITY,Other
1004964,BARBER CREEK,Power Plants
1002944,"BARGATH, INC- HYRUP PROD FACILITY",Petroleum and Natural Gas Systems
1002943,"BARGATH, INC.- PARACHUTE","Petroleum and Natural Gas Systems,Suppliers of CO2"
1005395,BARROW UTILITIES & ELECTRIC,Power Plants
1004406,BARSTOW SANITARY LANDFILL,Waste
1002168,BARTHOLOMEW CO LANDFILL,Waste
1002167,BARTHOLOMEW COUNTY LANDFILL II,Waste
1002401,BARTON COUNTY SANITARY LANDFILL,Waste
1006619,BARTOW COUNTY MSWL,Waste
1005850,BASF BEAUMONT AGRO PLANT,Chemicals
1004208,BASF CORP - GEISMAR SITE,Chemicals
1002613,BASF CORP - PASADENA PLANT,Chemicals
1007885,BASF CORP ATTAPULGUS OPS,Minerals
1002622,BASF CORP SAVANNAH OPERATIONS,Minerals
1003551,BASF CORPORATION,Chemicals
1000017,BASF CORPORATION,Chemicals
1006829,BASF Corporation,Other
1003325,BASF Corporation,Other
1013958,BASF Corporation,Chemicals
1001934,BASF FREEPORT SITE,Chemicals
1006543,BASF TOTALEnergies PETROCHEMICALS LLC,Chemicals
1006355,BASIC AMERICAN FOODS,Other
1004740,BASIC AMERICAN FOODS,Other
1002766,BATH LANDFILL,Waste
1002639,BATTLE CREEK LANDFILL,Waste
1007735,BAXTER HEALTHCARE SA / BAXTER HEALTHCARE OF PUERTO RICO,Chemicals
1004618,BAY COUNTY WASTE - TO - ENERGY FACILITY,Waste
1001918,BAYER CROPSCIENCE,Chemicals
1002999,BAYOU SALE PRODUCTION FACILITY - BAYOU SALE FIELD,Petroleum and Natural Gas Systems
1007684,BAYTOWN LANDFILL,Waste
1006417,BAYVIEW LANDFILL,Waste
1002278,BAZOR RIDGE GAS PLANT,Petroleum and Natural Gas Systems
1012401,BCE-Mach III Midstream Holdings LLC - Lincoln Gas Plant,Petroleum and Natural Gas Systems
1000330,"BD LAPLACE, LLC",Metals
1006384,BEACON HEATING,Power Plants
1005038,BEAR ISLAND PAPER COMPANY LLC,"Pulp and Paper,Waste"
1006139,BEAR MOUNTAIN LIMITED,Power Plants
1006416,BEAUMONT POLYETHYLENE PLANT,Other
1007568,BEAVER CREEK GAS PLANT,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems"
1012062,BECKVILLE GAS PROCESSING PLANT,Petroleum and Natural Gas Systems
1004815,BEECH HOLLOW SANITARY LANDFILL *,Waste
1003744,BEECHER LANDFILL,Waste
1005525,BELLEFIELD BOILER PLANT,Power Plants
1004353,BELLEVILLE LANDFILL,Waste
1005845,BENBROOK CMP STN,Petroleum and Natural Gas Systems
1002325,BENEDUM GAS PLANT,Petroleum and Natural Gas Systems
1013375,BENTELER Steel Tube Manufacturing Corp,Metals
1003718,BENTONITE PERFORMANCE MINERALS LLC LOVELL,Other
1003913,BENTONITE PERFORMANCE MINERALS-COLONY,Other
1003478,BERKELEY COUNTY LANDFILL,Waste
1005268,BERNICE LAKE,Power Plants
1004613,BETA OCS PARCELS,Petroleum and Natural Gas Systems
1000331,BEULAH SANITARY LANDFILL,Waste
1006093,BF GOODRICH TIRE MANUFACTURING,Other
1005281,BI-COUNTY SOLID WASTE MANAGEMENT SYSTEMS,Waste
1006223,BIG RIVER LANDFILL,Waste
1006787,BIG RIVER RESOURCES GALVA LLC,Other
1002443,BIG RIVER RESOURCES WEST BURLINGTON LLC,Other
1005626,BIG RIVER UNITED ENERGY LLC,Other
1007094,BIG RUN LANDFILL,Waste
1006961,BIG SPRING REFINERY,"Petroleum Product Suppliers,Refineries,Waste"
1009068,BIG WEST OIL LLC,"Petroleum Product Suppliers,Refineries"
1004354,BIGFOOT RUN LANDFILL,Waste
1000477,BILLINGS CITY LANDFILL,Waste
1000383,BIOGEN INC,Chemicals
1006002,BIOKYOWA,Other
1005126,"BIRLA CARBON USA, Inc.",Chemicals
1007900,BJ Landfill,Waste
1011449,BKK Corporation,Waste
1004137,BKV Midstream - Cotton Cove,"Petroleum and Natural Gas Systems,Suppliers of CO2"
1002858,BLACK BAY CENTRAL FACILITY,Petroleum and Natural Gas Systems
1002502,BLACK DIAMOND GAS PLANT,Petroleum and Natural Gas Systems
1000287,BLACK HAWK COUNTY SANITARY LANDFILL,Waste
1010123,BLACK HAWK SOUTHWEST GAS TREATING FACILITY,Petroleum and Natural Gas Systems
1006217,BLACK HILLS CORPORATION - BEN FRENCH POWER PLANT,Power Plants
1005974,BLACK HILLS ELECTRIC- W.N. CLARK STATION,Power Plants
1000576,BLACK HILLS POWER AND LIGHT COMPANY,Power Plants
1005518,BLACK OAK LANDFILL,Waste
1004245,BLACK WARRIOR SOLID WASTE DISPOSAL AUHORITY,Waste
1001943,BLACKBURN SANITARY LANDFILL,Waste
1004237,BLANCO COMPRESSOR STATION C and D,Petroleum and Natural Gas Systems
1006102,BLANDIN PAPER COMPANY,Pulp and Paper
1001132,BLOCK 31 GAS PLANT,Petroleum and Natural Gas Systems
1005846,BLOOMFIELD CMP STN,Petroleum and Natural Gas Systems
1005980,BLUE HERON PAPER COMPANY,Pulp and Paper
1004869,BLUE ISLAND PHENOL LLC,Chemicals
1005891,BLUE RIDGE LANDFILL,Waste
1004082,BLUE RIDGE RECYCLING & DISPOSAL FACILITY,Waste
1006585,"BLUESTONE COKE, L.L.C. COKE PLANT",Metals
1002158,BLUFF ROAD LANDFILL,Waste
1005880,BMW MANUFACTURING CORPORATION,Other
1000638,BOEING HELICOPTER DIV,Other
1002893,BOISE PAPER,"Pulp and Paper,Waste"
1007994,BOISE WHITE PAPER LLC,"Pulp and Paper,Suppliers of CO2"
1002963,BOISE WHITE PAPER MILL,"Pulp and Paper,Waste"
1007541,BOLTON ROAD LANDFILL,Waste
1004091,"BONANZA BIOENERGY, LLC","Other,Suppliers of CO2"
1006461,BONANZA CREEK ENERGY - McKamie Plant,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems"
1007948,BONDI ISLAND LANDFILL,Waste
1006301,BORGER REFINERY,"Chemicals,Petroleum Product Suppliers,Refineries,Waste"
1006661,BOULDER LANDFILL,Waste
1003818,BOUNTIFUL SANITARY LANDFILL,Waste
1004958,BOURNE LANDFILL,Waste
1007215,BOWIE NO. 2 MINE,Other
1006468,BP CHERRY POINT REFINERY,"Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2"
1007339,BP Whiting Business Unit,"Chemicals,Other,Petroleum Product Suppliers,Power Plants,Refineries"
1004111,BPE CS Prairie Dog Booster (Ten Acre),Petroleum and Natural Gas Systems
1012617,BPE GPRP Bear Creek,Petroleum and Natural Gas Systems
1008476,BPE GPRP Garden Creek,Petroleum and Natural Gas Systems
1007367,BPE GPRP Grasslands Gas Plant,"Injection of CO2,Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems,Suppliers of CO2"
1010302,BPE GPRP Stateline,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems"
1001799,BPXA FLOW STATION #1,Petroleum and Natural Gas Systems
1001800,BPXA FLOW STATION #2,Petroleum and Natural Gas Systems
1001872,BPXA FLOW STATION #3,Petroleum and Natural Gas Systems
1001873,BPXA GATHERING CENTER #1,Petroleum and Natural Gas Systems
1001874,BPXA GATHERING CENTER #2,Petroleum and Natural Gas Systems
1001875,BPXA GATHERING CENTER #3,Petroleum and Natural Gas Systems
1005003,BRACKENRIDGE PLANT,Metals
1006487,BRADKEN ATCHISON/ST JOSEPH,Metals
1002354,BRADLEY COMPRESSOR STATION,Petroleum and Natural Gas Systems
1003356,BRADLEY COUNTY LANDFILL,Waste
1007951,BRADLEY LANDFILL & RECYCLING CENTER,Waste
1007574,BRASKEM AMERICA INC - LAPORTE SITE,Other
1006214,BRASKEM AMERICA NEAL PLANT,Other
1002489,BRENT RUN LANDFILL,Waste
1004280,BRENTWOOD COMPRESSOR STATION,Petroleum and Natural Gas Systems
1005023,BREVARD CO BOARD OF COUNTY COMMISSIONERS,Waste
1004026,BRICKYARD DISPOSAL LANDFILL,Waste
1002349,BRIDGEPORT ETHANOL LLC,Other
1006373,BRIDGEPORT GAS PROCESSING PLANT,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems"
1003241,BRIDGESTONE AMERICAS TIRE OPERATIONS LLC,Other
1003898,"BRIDGESTONE AMERICAS TIRE OPERATIONS, LLC",Other
1002954,BRIDGESTONE FIRESTONE INCORPORATED,Other
1007026,BRIDGETON LANDFILL,Waste
1002600,BRIGHAM YOUNG UNIVERSITY,Other
1004494,BRISTOL HILL SANITARY LANDFILL,Waste
1004848,BRISTOL INTEGRATED SOLID WASTE MANAGEMENT FACILITY,Waste
1006828,BRISTOL MYERS SQUIBB INC,Chemicals
1006464,BROADACRE LANDFILL - FOUNTAIN LANDFILL,Waste
1007712,BROKEN ARROW LANDFLL,Waste
1006196,BROOKHAVEN LANDFILL & RECYCLING AREA,Waste
1004533,BROOKINGS CITY LANDFILL,Waste
1007605,BROOKS LANDFILL,Waste
1002436,BROOME CO NANTICOKE LANDFILL,Waste
1003543,BROWARD COUNTY LANDFILL,Waste
1004947,BROWN COUNTY EAST LANDFILL,Waste
1005056,BROWN COUNTY LANDFILL,Waste
1001811,BROWN UNIVERSITY MAIN CAMPUS,Other
1001726,BROWN-FORMAN DISTILLERY (FORMERLY EARLY TIMES DISTILLERS CO),Other
1004415,"BRUNDIDGE LANDFILL, LLC",Waste
1007680,BRUNSWICK WASTE MANAGEMENT FACILITY,Waste
1013882,BTT EPIC Frac,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems"
1006174,BUCKSPORT GENERATION LLC,Power Plants
1006221,BUENA VISTA DRIVE SANITARY LANDFILL,Waste
1006784,BUICK RESOURCE RECYCLING FACILITY,Metals
1001775,BUNCOMBE COUNTY NEW LANDFILL,Waste
1006406,BUNCOMBE COUNTY OLDLANDFILL,Waste
1004708,"BUNGE LODERS CROKLAAN USA, LLC",Other
1005954,BUNGE MILLING INC,Other
1002433,BUNGE NORTH AMERICA,Other
1002526,BUNGE NORTH AMERICA,Other
1005075,BUNGE NORTH AMERICA INC,Other
1004105,"BUNGE NORTH AMERICA, INC.",Other
1005076,BUNGE OIL,Other
1000573,BURAS,Power Plants
1007600,"BURBANK CITY OF, PUBLIC WORKS DEPT",Waste
1006969,BURLINGTON CNTY RESOURCE RECOVERY COMPLEX,Waste
1007743,BURNSVILLE SANITARY LANDFILL,Waste
1003405,BUSCH AGRICULTURAL RESOURCES,Other
1003086,BUSCH AGRICULTURAL RESOURCES - MOORHEAD,Other
1003837,BUSHMILLS ETHANOL INC.,Other
1004355,BUTLER COUNTY LANDFILL,Waste
1007554,BUTLER COUNTY LANDFILL,Waste
1000191,BUTLER COUNTY LANDFILL INCORPORATED,Waste
1007815,BUTTERFIELD STATION LANDFILL,Waste
1011859,BVPV Styrenics LLC,Other
1012447,Bacliff Generating Station,Power Plants
1001409,Baconton,Power Plants
1006833,Bailey Compressor Station,Petroleum and Natural Gas Systems
1005761,Bailey Mine-Crabapple Portal,Other
1001537,Bailly Generating Station,Power Plants
1002087,Bainbridge Compressor Station,Petroleum and Natural Gas Systems
1008786,Bakelite Synthetics,Other
1012394,Baker Pl Rd Landfill,Waste
1009343,Baker Road Treater,Petroleum and Natural Gas Systems
1013883,Bakersfield Compressor Station,Petroleum and Natural Gas Systems
1014813,Bakersfield Compressor Station,Petroleum and Natural Gas Systems
1007302,Baldwin Energy Complex,Power Plants
1013395,Bandera Compressor Station,Petroleum and Natural Gas Systems
1012007,Banner Compressor Station,Petroleum and Natural Gas Systems
1002945,Bargath LLC - Crawford Trail CS,Petroleum and Natural Gas Systems
1013669,Barnes-Jewish Hospital,Other
1011921,Barnesville West Compressor Station,Petroleum and Natural Gas Systems
1000997,Barney M. Davis,Power Plants
1011717,Barnhart Compressor Station,Petroleum and Natural Gas Systems
1004048,Barracuda Gas Plant,Petroleum and Natural Gas Systems
1000517,Barre Generating Station,Power Plants
1001412,Barry,Power Plants
1010347,Barto Compressor Station,Petroleum and Natural Gas Systems
1002386,Barton,Petroleum and Natural Gas Systems
1010722,Basic American Foods,Other
1011964,Basic American Foods Rexburg,Other
1011063,Basin Creek Plant,Power Plants
1007300,Bastrop Clean Energy Center,Power Plants
1007920,Batavia Energy,Power Plants
1011439,Batesville,Petroleum and Natural Gas Systems
1010637,Batesville Generation Facility,Power Plants
1002670,Baton Rouge Gas Plant,Petroleum and Natural Gas Systems
1013903,Battle Horse Plant,Petroleum and Natural Gas Systems
1012793,Battle Ridge Plant,Petroleum and Natural Gas Systems
1011232,Battle Run Compressor Station,Petroleum and Natural Gas Systems
1009840,Battlefield Gas Plant,Petroleum and Natural Gas Systems
1005950,"Bavarian Trucking Co., Inc.",Waste
1014651,Baxter Healthcare Corp,Other
1000699,Baxter Wilson,Power Plants
1000978,Bay Front,Power Plants
1007242,Bay Shore,Power Plants
1002246,Bayer CropScience LP,Chemicals
1001989,Bayer CropScience LP - Luling Site,Chemicals
1000275,Bayer Cropscience Institute Plant,Chemicals
1000555,Bayonne Energy Center,Power Plants
1001246,"Bayonne Plant Holding, LLC",Power Plants
1000346,Bayou Cogeneration Plant,Chemicals
1007931,Bayou Cove Peaking Power Plant,Power Plants
1011809,Bayou Long Mobile Production Facility,Petroleum and Natural Gas Systems
1001630,Bayport Polymers LLC - HDPE Plant,Other
1014234,Bayport Polymers LLC Ethane Cracker,Chemicals
1001172,Bayside Power Station,Power Plants
1000131,Bayswater Peaking Facility,Power Plants
